net,length_um
net609,7.64
net802,7.64
net879,7.64
_00353_,7.605
_00984_,7.605
_03019_,7.605
_02152_,7.6
_02240_,7.6
_02428_,7.6
_02555_,7.6
_02596_,7.6
_02638_,7.6
_02949_,7.6
_03251_,7.6
_04308_,7.6
_04619_,7.6
_04773_,7.6
_05048_,7.6
_05067_,7.6
_02295_,7.58
_02385_,7.58
_03062_,7.58
_04075_,7.58
_05008_,7.58
_00068_,7.565
_00094_,7.565
_00332_,7.565
_01328_,7.56
_02432_,7.56
_02661_,7.56
_02879_,7.56
_03292_,7.56
_03544_,7.56
_03607_,7.56
_03829_,7.56
_04947_,7.56
net593,7.56
net947,7.56
_00592_,7.555
_02230_,7.54
_02582_,7.54
_04079_,7.54
_00396_,7.525
_01549_,7.52
_01667_,7.52
_01892_,7.52
_01989_,7.52
_02094_,7.52
_02096_,7.52
_02233_,7.52
_02257_,7.52
_02291_,7.52
_02569_,7.52
_03025_,7.52
_03527_,7.52
_03691_,7.52
_03876_,7.52
_04221_,7.52
_04823_,7.52
regfile_inst.RegisterFile\[10\]\[18\],7.52
net307,7.52
net603,7.52
net916,7.52
_03104_,7.5
_01992_,7.48
_01998_,7.48
_02167_,7.48
_02224_,7.48
_02247_,7.48
_02374_,7.48
_02401_,7.48
regfile_inst.RegisterFile\[22\]\[23\],7.48
net534,7.48
RD1[19],7.47
RD2[19],7.47
outputC[0],7.47
outputC[7],7.47
net399,7.46
net516,7.46
net763,7.46
net800,7.46
_01407_,7.44
_02318_,7.44
_03034_,7.44
_03493_,7.44
net644,7.44
net900,7.44
_00695_,7.42
_04025_,7.42
_05039_,7.42
regfile_inst.RegisterFile\[25\]\[7\],7.42
_01722_,7.4
_01764_,7.4
regfile_inst.RegisterFile\[29\]\[15\],7.4
net759,7.4
net787,7.4
_00054_,7.385
_00911_,7.385
_01990_,7.38
net390,7.38
net424,7.38
net462,7.38
net597,7.38
net1124,7.38
_03497_,7.36
_04740_,7.36
net418,7.36
net577,7.36
_00572_,7.355
_00331_,7.34
net1064,7.34
regfile_inst.RegisterFile\[1\]\[30\],7.32
_02412_,7.315
_00006_,7.305
_00195_,7.305
_00672_,7.3
net1122,7.3
_00159_,7.285
_00586_,7.285
_01927_,7.28
_01637_,7.265
_03002_,7.26
_04225_,7.26
_00394_,7.245
_02903_,7.24
_03039_,7.24
_03055_,7.24
_03551_,7.24
_01383_,7.22
_02244_,7.22
_02250_,7.22
_02331_,7.22
_02579_,7.22
_02938_,7.22
_03217_,7.22
_03657_,7.22
_04447_,7.22
_00341_,7.205
_01306_,7.2
_01490_,7.2
_02603_,7.2
_03852_,7.2
_03916_,7.2
_00241_,7.185
_02251_,7.18
_02533_,7.18
_02963_,7.18
_03114_,7.18
_03420_,7.18
_03854_,7.18
net579,7.18
net1106,7.18
_00761_,7.175
_00102_,7.165
_00474_,7.165
_00814_,7.165
_01134_,7.16
_03188_,7.16
_04162_,7.16
_00095_,7.145
_00370_,7.145
_01025_,7.145
_01838_,7.14
_02327_,7.14
_03406_,7.14
_03649_,7.14
_03847_,7.14
_04272_,7.14
_04625_,7.14
net316,7.14
RD1[24],7.13
RD1[2],7.13
RD1[30],7.13
RD2[4],7.13
outputC[12],7.13
outputC[24],7.13
outputC[29],7.13
outputC[2],7.13
_01095_,7.12
_01332_,7.12
_01800_,7.12
A3[4],7.11
_01534_,7.11
_00327_,7.105
_00536_,7.105
_00556_,7.105
_00215_,7.1
_02214_,7.1
_02715_,7.1
_02863_,7.1
_03268_,7.1
_03374_,7.1
_03796_,7.1
net356,7.1
net491,7.1
net799,7.1
_00147_,7.085
_00701_,7.085
_00940_,7.085
_02280_,7.08
_03349_,7.08
_01179_,7.06
_01426_,7.06
_01514_,7.06
_01882_,7.06
_01908_,7.06
_01921_,7.06
_02479_,7.06
_02539_,7.06
_02946_,7.06
_03338_,7.06
_03352_,7.06
_03464_,7.06
_03558_,7.06
_03832_,7.06
_03878_,7.06
_04790_,7.06
_04893_,7.06
_04955_,7.06
_04975_,7.06
_05080_,7.06
regfile_inst.RegisterFile\[22\]\[15\],7.06
net215,7.06
net864,7.06
_00296_,7.055
_00085_,7.045
_01387_,7.04
_02133_,7.04
_02248_,7.04
_04859_,7.04
inputB[7],7.03
_01017_,7.025
_00194_,7.02
_00311_,7.015
_00464_,7.015
_00197_,7.005
_00198_,7.005
_00832_,7
_00867_,7
net273,7
net299,7
net517,7
net966,7
RD2[12],6.99
_01139_,6.99
_00994_,6.985
_01537_,6.98
_01880_,6.98
_02030_,6.98
_02157_,6.98
_02158_,6.98
_02286_,6.98
_02421_,6.98
_02551_,6.98
_03006_,6.98
net327,6.98
net340,6.98
_00450_,6.975
_00096_,6.96
_00182_,6.96
_00381_,6.96
_00939_,6.96
net326,6.96
net365,6.96
net449,6.96
net486,6.96
net569,6.96
net707,6.96
net810,6.96
net1059,6.96
_00905_,6.945
_00437_,6.935
_00117_,6.925
_00673_,6.925
net396,6.92
net586,6.92
_03496_,6.915
_00611_,6.9
net1101,6.9
_02653_,6.88
_02947_,6.88
_02966_,6.88
_04487_,6.88
net840,6.88
net1173,6.88
_01402_,6.86
inputA[27],6.86
net725,6.86
net1070,6.86
_00826_,6.845
_01479_,6.84
net673,6.84
net940,6.84
net1037,6.84
_00001_,6.825
_00088_,6.825
_00132_,6.825
_00169_,6.825
_00326_,6.825
_00757_,6.825
_00777_,6.825
_00798_,6.825
_00835_,6.825
_01029_,6.825
_04546_,6.82
_03429_,6.805
_03687_,6.8
_00365_,6.785
_03593_,6.78
_03967_,6.78
_04369_,6.78
_04601_,6.78
A1[4],6.77
A2[1],6.77
A3[2],6.77
WD3[17],6.77
WD3[19],6.77
WD3[1],6.77
WD3[21],6.77
WD3[23],6.77
WD3[31],6.77
WD3[3],6.77
WD3[5],6.77
WD3[7],6.77
WD3[9],6.77
inputA[13],6.77
inputA[15],6.77
inputA[19],6.77
inputA[29],6.77
_01652_,6.76
_01871_,6.76
_02082_,6.76
_02655_,6.76
_03167_,6.76
_03855_,6.76
_03990_,6.76
_04339_,6.76
_05000_,6.76
_05072_,6.76
_00382_,6.74
_04116_,6.74
_00720_,6.725
_01728_,6.72
_01867_,6.72
_02962_,6.72
_03193_,6.72
_03212_,6.72
_03626_,6.72
_03998_,6.72
_04206_,6.72
_04802_,6.72
_05083_,6.72
net656,6.72
net715,6.72
_00571_,6.705
_01500_,6.7
_01817_,6.7
_03665_,6.7
_00671_,6.685
_00731_,6.685
_00763_,6.685
_00903_,6.685
_00975_,6.685
_03142_,6.66
_04097_,6.66
_01483_,6.655
RD2[13],6.65
RD2[1],6.65
RD2[9],6.65
_00972_,6.645
_01364_,6.64
_01495_,6.64
_01521_,6.64
_01978_,6.64
_02097_,6.64
_02118_,6.64
_02147_,6.64
_02171_,6.64
_02199_,6.64
_02515_,6.64
_02629_,6.64
_03131_,6.64
_03460_,6.64
_04648_,6.64
_04778_,6.64
_04954_,6.64
_04977_,6.64
net401,6.64
net417,6.64
net549,6.64
net765,6.64
net771,6.64
net1198,6.64
_00264_,6.62
_00789_,6.62
net432,6.62
_00674_,6.615
_01847_,6.6
_01938_,6.6
_01942_,6.6
_02029_,6.6
_02038_,6.6
_02159_,6.6
_02186_,6.6
_02255_,6.6
_02371_,6.6
_02389_,6.6
_02700_,6.6
_02832_,6.6
_03009_,6.6
_03160_,6.6
_03232_,6.6
_03240_,6.6
_03376_,6.6
_03422_,6.6
_03483_,6.6
_03565_,6.6
_03616_,6.6
_04207_,6.6
_04665_,6.6
_04785_,6.6
_04871_,6.6
net292,6.6
net312,6.6
net478,6.6
net1025,6.6
net1099,6.6
net1127,6.6
_01948_,6.58
_00710_,6.565
_00651_,6.54
_04040_,6.54
_04562_,6.54
net407,6.54
net567,6.54
net832,6.54
_01024_,6.525
_01264_,6.52
_02744_,6.52
_03255_,6.52
_04073_,6.52
_04304_,6.52
net341,6.52
_00368_,6.5
_00659_,6.5
_00889_,6.5
_01057_,6.5
net277,6.5
net300,6.5
net351,6.5
net505,6.5
net690,6.5
net841,6.5
net1057,6.5
net853,6.48
net987,6.48
_00495_,6.465
_01087_,6.465
_00360_,6.445
_00874_,6.445
_04433_,6.44
_04635_,6.44
net438,6.44
net896,6.44
net898,6.44
net913,6.44
A2[4],6.43
_00330_,6.425
_02482_,6.42
_04148_,6.42
_02766_,6.4
_03228_,6.4
_04690_,6.4
inputA[17],6.4
inputB[21],6.4
net280,6.4
net924,6.4
net1039,6.4
net1049,6.4
net1156,6.4
_00892_,6.38
_01375_,6.38
_04750_,6.38
net663,6.38
_00059_,6.365
_00288_,6.365
_00476_,6.365
_00478_,6.365
_00594_,6.365
_00598_,6.365
_00646_,6.365
_01067_,6.365
net794,6.36
_00781_,6.345
_02959_,6.32
_03049_,6.32
_04030_,6.32
_04728_,6.32
net1090,6.32
A1[2],6.31
A2[3],6.31
A3[0],6.31
WD3[11],6.31
WD3[13],6.31
WD3[15],6.31
WD3[25],6.31
WD3[27],6.31
WD3[29],6.31
inputA[1],6.31
inputA[3],6.31
inputA[7],6.31
inputB[19],6.31
inputB[23],6.31
inputB[25],6.31
inputB[27],6.31
inputB[31],6.31
opcode[1],6.31
_01673_,6.3
_01727_,6.3
_02104_,6.3
_02178_,6.3
_02193_,6.3
_02439_,6.3
_02447_,6.3
_02543_,6.3
_02902_,6.3
_02943_,6.3
_02958_,6.3
_02973_,6.3
_03017_,6.3
_03941_,6.3
_04586_,6.3
_04965_,6.3
net237,6.3
net590,6.3
net889,6.3
net1062,6.3
net1094,6.3
net1104,6.3
_00050_,6.28
_01505_,6.28
_01902_,6.28
_02237_,6.28
_02493_,6.28
_02525_,6.28
_00715_,6.275
_01798_,6.26
_01885_,6.26
_02022_,6.26
_02175_,6.26
_02226_,6.26
_02246_,6.26
_02332_,6.26
_02394_,6.26
_02413_,6.26
_02480_,6.26
_02552_,6.26
_02608_,6.26
_02788_,6.26
_03088_,6.26
_03162_,6.26
_03227_,6.26
_03450_,6.26
_03469_,6.26
_03621_,6.26
_03734_,6.26
_03939_,6.26
_03974_,6.26
_03997_,6.26
_04008_,6.26
_04103_,6.26
_04579_,6.26
_04679_,6.26
_04741_,6.26
net1015,6.26
_03877_,6.24
net754,6.24
_00208_,6.225
_00312_,6.225
_00896_,6.225
_00971_,6.225
_02341_,6.22
_02929_,6.2
_04258_,6.2
_04502_,6.2
_01284_,6.18
_01956_,6.18
_01964_,6.18
_01987_,6.18
_02085_,6.18
_02170_,6.18
_02376_,6.18
_02625_,6.18
_02690_,6.18
_03136_,6.18
_03436_,6.18
_03552_,6.18
_04723_,6.18
_04786_,6.18
_04787_,6.18
_04992_,6.18
net210,6.18
net699,6.18
net839,6.18
net1118,6.18
_00232_,6.165
_00325_,6.165
_00548_,6.165
_00817_,6.165
_00850_,6.165
_00976_,6.165
_02598_,6.16
_01662_,6.14
_01870_,6.14
_01883_,6.14
_01898_,6.14
_01929_,6.14
_01993_,6.14
_01999_,6.14
_02110_,6.14
_02126_,6.14
_02338_,6.14
_02404_,6.14
_02490_,6.14
_02557_,6.14
_02659_,6.14
_03174_,6.14
_03324_,6.14
_04538_,6.14
_05045_,6.14
net295,6.14
net321,6.14
net328,6.14
net354,6.14
net494,6.14
net542,6.14
net628,6.14
net992,6.14
net1112,6.14
net1174,6.14
_02112_,6.12
RD2[31],6.11
_00157_,6.1
A3[1],6.09
A3[3],6.09
WD3[0],6.09
WD3[12],6.09
WD3[24],6.09
WD3[2],6.09
WD3[4],6.09
WD3[6],6.09
_01326_,6.09
inputA[12],6.09
inputA[14],6.09
inputA[22],6.09
opcode[0],6.09
_00334_,6.08
_00547_,6.08
_00688_,6.08
_01045_,6.08
net764,6.08
net1097,6.08
_00322_,6.065
_01385_,6.06
_01450_,6.06
_01802_,6.06
_02570_,6.06
_04826_,6.06
inputB[12],6.06
inputB[13],6.06
inputB[15],6.06
inputB[20],6.06
inputB[3],6.06
regfile_inst.RegisterFile\[31\]\[8\],6.06
net469,6.06
net493,6.06
net646,6.06
_01718_,6.04
net501,6.04
net671,6.04
net746,6.04
net1022,6.04
net1067,6.04
net346,6.02
_01059_,6.015
_00183_,6.005
_00266_,6.005
_04550_,5.98
net294,5.98
net372,5.98
net422,5.98
net527,5.98
net568,5.98
net785,5.98
net803,5.98
net1016,5.98
_00347_,5.975
A1[3],5.97
A2[0],5.97
A2[2],5.97
RD1[10],5.97
RD1[12],5.97
WD3[10],5.97
WD3[14],5.97
WD3[16],5.97
WD3[18],5.97
WD3[20],5.97
WD3[22],5.97
WD3[26],5.97
WD3[28],5.97
WD3[30],5.97
WD3[8],5.97
WE3,5.97
inputA[0],5.97
inputA[16],5.97
inputA[18],5.97
inputA[20],5.97
inputA[21],5.97
inputA[23],5.97
inputA[26],5.97
inputA[28],5.97
inputA[2],5.97
inputA[30],5.97
inputA[31],5.97
inputA[4],5.97
inputA[5],5.97
inputA[6],5.97
inputA[8],5.97
inputB[22],5.97
inputB[24],5.97
inputB[26],5.97
inputB[28],5.97
inputB[29],5.97
inputB[30],5.97
_00362_,5.965
_00684_,5.965
_04047_,5.96
net1031,5.96
net1074,5.96
net1126,5.96
_00106_,5.94
_01313_,5.94
_02993_,5.94
_03769_,5.94
_04069_,5.94
_04573_,5.94
_04598_,5.94
_04953_,5.94
net268,5.94
net773,5.94
_03051_,5.92
_03716_,5.92
net528,5.92
_00103_,5.905
_00998_,5.905
net691,5.9
_00320_,5.895
_00809_,5.875
_00168_,5.865
_03580_,5.86
_03686_,5.86
_03993_,5.86
_04108_,5.86
_04594_,5.86
net1087,5.86
_01515_,5.84
_01554_,5.84
_01879_,5.84
_01940_,5.84
_01952_,5.84
_02185_,5.84
_02191_,5.84
_02206_,5.84
_02492_,5.84
_02746_,5.84
_03398_,5.84
_04408_,5.84
_04564_,5.84
_04659_,5.84
_04803_,5.84
_04937_,5.84
regfile_inst.RegisterFile\[9\]\[17\],5.84
_00000_,5.82
_02348_,5.82
net475,5.82
_01031_,5.815
_00452_,5.805
_01815_,5.8
_01931_,5.8
_02011_,5.8
_02103_,5.8
_02375_,5.8
_02499_,5.8
_02626_,5.8
_02632_,5.8
_02665_,5.8
_02846_,5.8
_03214_,5.8
_03233_,5.8
_03275_,5.8
_03305_,5.8
_03477_,5.8
_03793_,5.8
_03811_,5.8
_03887_,5.8
_03889_,5.8
_03902_,5.8
_03996_,5.8
_04043_,5.8
_04107_,5.8
_04337_,5.8
_04342_,5.8
_04414_,5.8
_04557_,5.8
_04701_,5.8
net134,5.8
net345,5.8
_00637_,5.785
_04130_,5.78
_04565_,5.78
RD1[9],5.77
RD2[17],5.77
_00063_,5.765
_00277_,5.765
_00356_,5.765
_00366_,5.765
_00484_,5.765
_00655_,5.765
_00922_,5.765
RD1[16],5.75
RD2[22],5.75
inputA[10],5.75
_02276_,5.74
_02319_,5.74
_02383_,5.74
_02451_,5.74
_02642_,5.74
_02877_,5.74
_03600_,5.74
_04106_,5.74
_04626_,5.74
_04798_,5.74
_04891_,5.74
_05003_,5.74
_00030_,5.725
_00196_,5.725
_00212_,5.725
_00263_,5.725
_00686_,5.725
_00901_,5.725
_01254_,5.72
_01513_,5.72
_01894_,5.72
_01950_,5.72
_01972_,5.72
_02052_,5.72
_02114_,5.72
_02119_,5.72
_02124_,5.72
_02316_,5.72
_02418_,5.72
_02531_,5.72
_02706_,5.72
_02894_,5.72
_02961_,5.72
_03235_,5.72
_03501_,5.72
_03863_,5.72
_04125_,5.72
_04330_,5.72
_04662_,5.72
_05094_,5.72
net264,5.72
net270,5.72
net308,5.72
net334,5.72
net651,5.72
net888,5.72
net995,5.72
net1005,5.72
net1061,5.72
net1100,5.72
_00053_,5.705
_00162_,5.705
_00582_,5.705
_00591_,5.705
_00831_,5.705
_01097_,5.695
_01303_,5.68
_01341_,5.68
_01530_,5.68
_01545_,5.68
_01696_,5.68
_01697_,5.68
_02058_,5.68
_02066_,5.68
_02282_,5.68
_02324_,5.68
_02366_,5.68
_02400_,5.68
_02436_,5.68
_02478_,5.68
_02520_,5.68
_02637_,5.68
_02648_,5.68
_02867_,5.68
_03187_,5.68
_03207_,5.68
_03478_,5.68
_04118_,5.68
_04360_,5.68
_04511_,5.68
_04570_,5.68
_04834_,5.68
_04869_,5.68
_04914_,5.68
_04918_,5.68
_04989_,5.68
_05055_,5.68
_05096_,5.68
net347,5.68
net497,5.68
_00314_,5.62
_00335_,5.62
_00667_,5.62
_01007_,5.62
_01192_,5.62
_04341_,5.62
net562,5.62
net819,5.62
net845,5.62
net928,5.62
net937,5.62
net1009,5.62
_00373_,5.605
_01181_,5.6
_01944_,5.6
_02028_,5.6
_02263_,5.6
_03257_,5.6
_04309_,5.6
_04997_,5.6
_05089_,5.6
net380,5.6
net473,5.6
net854,5.6
_00255_,5.58
_00542_,5.58
_03945_,5.58
_04666_,5.58
net272,5.58
net291,5.58
net352,5.58
net531,5.58
net613,5.58
net728,5.58
net770,5.58
net950,5.58
_00658_,5.575
_04593_,5.56
_04745_,5.56
_00036_,5.555
_00070_,5.555
_00285_,5.545
_00329_,5.545
_01034_,5.545
_00957_,5.525
_00375_,5.52
_04250_,5.52
net236,5.52
net553,5.52
net1107,5.52
_00004_,5.505
_00040_,5.505
_00099_,5.505
_00127_,5.505
_00416_,5.505
_00657_,5.505
_00899_,5.505
_00942_,5.505
_01041_,5.5
net240,5.5
net752,5.5
net956,5.5
net1196,5.5
_01457_,5.48
_02809_,5.48
_04763_,5.48
net286,5.48
net564,5.48
_00858_,5.475
_00770_,5.465
net398,5.46
net904,5.46
_00191_,5.445
_00456_,5.445
_00043_,5.435
_00079_,5.435
_00113_,5.435
_00393_,5.435
_00446_,5.435
_00044_,5.425
_02149_,5.42
_00319_,5.405
_01393_,5.4
_01599_,5.4
_02932_,5.4
_02944_,5.4
_03148_,5.4
_04247_,5.4
_01092_,5.38
_01340_,5.38
_01517_,5.38
_01884_,5.38
_01973_,5.38
_02042_,5.38
_02309_,5.38
_02429_,5.38
_02556_,5.38
_02747_,5.38
_02771_,5.38
_02857_,5.38
_03218_,5.38
_03345_,5.38
_03467_,5.38
_03771_,5.38
_03772_,5.38
_03907_,5.38
_04049_,5.38
_04055_,5.38
_04441_,5.38
_04509_,5.38
_04862_,5.38
_04990_,5.38
_05085_,5.38
net1169,5.38
_02481_,5.36
_03247_,5.36
_03415_,5.36
_03690_,5.36
_04572_,5.36
_04739_,5.36
_04846_,5.36
_00199_,5.355
_00307_,5.345
_01324_,5.34
_01382_,5.34
_01702_,5.34
_01881_,5.34
_01946_,5.34
_01974_,5.34
_02001_,5.34
_02023_,5.34
_02188_,5.34
_02256_,5.34
_02317_,5.34
_02463_,5.34
_02467_,5.34
_02474_,5.34
_02565_,5.34
_03168_,5.34
_03171_,5.34
_03531_,5.34
_03538_,5.34
_03561_,5.34
_03608_,5.34
_03666_,5.34
_03776_,5.34
_04163_,5.34
_04208_,5.34
_04265_,5.34
_04312_,5.34
_04587_,5.34
net612,5.34
net783,5.34
net1119,5.34
_01111_,5.325
_00097_,5.305
_00116_,5.305
_00706_,5.305
_01019_,5.305
RD1[18],5.29
RD1[20],5.29
RD1[28],5.29
RD1[4],5.29
RD1[6],5.29
RD1[8],5.29
RD2[0],5.29
RD2[10],5.29
RD2[18],5.29
RD2[20],5.29
RD2[24],5.29
RD2[26],5.29
RD2[28],5.29
RD2[30],5.29
RD2[8],5.29
outputC[10],5.29
outputC[14],5.29
outputC[16],5.29
outputC[18],5.29
outputC[20],5.29
outputC[26],5.29
outputC[28],5.29
outputC[30],5.29
outputC[4],5.29
outputC[6],5.29
outputC[8],5.29
_01271_,5.28
_02425_,5.28
_02955_,5.28
_03681_,5.28
_03730_,5.28
_00290_,5.265
_00439_,5.265
_00494_,5.265
_00559_,5.265
_00639_,5.265
_00946_,5.265
_00986_,5.265
_00779_,5.26
_01245_,5.26
_01285_,5.26
_01470_,5.26
_01632_,5.26
_01857_,5.26
_01968_,5.26
_02016_,5.26
_02132_,5.26
_02154_,5.26
_02174_,5.26
_02197_,5.26
_02198_,5.26
_02333_,5.26
_02343_,5.26
_02379_,5.26
_02547_,5.26
_02652_,5.26
_02666_,5.26
_02837_,5.26
_02998_,5.26
_03638_,5.26
_03890_,5.26
_04597_,5.26
_04838_,5.26
_05051_,5.26
_05078_,5.26
_05081_,5.26
net335,5.26
net348,5.26
net408,5.26
net521,5.26
net522,5.26
net582,5.26
net592,5.26
net806,5.26
net984,5.26
net989,5.26
_01574_,5.25
_00529_,5.245
_01482_,5.22
_01804_,5.22
_01866_,5.22
_01896_,5.22
_01971_,5.22
_01986_,5.22
_02036_,5.22
_02102_,5.22
_02123_,5.22
_02305_,5.22
_02357_,5.22
_02583_,5.22
_03120_,5.22
_03135_,5.22
_03215_,5.22
_03524_,5.22
_03573_,5.22
_03726_,5.22
_03727_,5.22
_04064_,5.22
_04110_,5.22
_04425_,5.22
_04531_,5.22
_04873_,5.22
_04946_,5.22
_05019_,5.22
_05033_,5.22
_05038_,5.22
_05053_,5.22
_05090_,5.22
net434,5.22
net658,5.22
_00661_,5.185
_01101_,5.18
_01109_,5.18
_00177_,5.165
_00642_,5.16
_00707_,5.16
_01489_,5.16
_04683_,5.16
net234,5.16
net439,5.16
net689,5.16
net704,5.16
net714,5.16
net883,5.16
net1113,5.16
net1149,5.16
_01923_,5.14
_02064_,5.14
_02407_,5.14
_02649_,5.14
_03040_,5.14
_04868_,5.14
_04908_,5.14
_04963_,5.14
net304,5.14
net1200,5.14
_02361_,5.12
_02438_,5.12
net400,5.12
net477,5.12
net485,5.12
net507,5.12
net544,5.12
net1003,5.12
net1128,5.12
_00694_,5.115
_01372_,5.1
net120,5.1
_00160_,5.095
_00526_,5.095
_00824_,5.085
inputB[1],5.07
_01394_,5.06
_01446_,5.06
_04281_,5.06
_04399_,5.06
net680,5.06
_00887_,5.045
_00890_,5.045
_00507_,5.04
_00811_,5.04
_01597_,5.04
_04264_,5.04
net753,5.04
net1084,5.04
_04228_,5.035
_03110_,5.02
net1111,5.02
_00404_,4.985
_00178_,4.975
_00392_,4.975
_00645_,4.975
_04412_,4.955
_01346_,4.94
_02990_,4.94
_03289_,4.94
_03560_,4.94
_04201_,4.94
net231,4.94
_01012_,4.925
_01309_,4.92
_01917_,4.92
_01984_,4.92
_02259_,4.92
_02284_,4.92
_02381_,4.92
_02440_,4.92
_02811_,4.92
_03306_,4.92
_03791_,4.92
_04005_,4.92
_04056_,4.92
_04098_,4.92
_04176_,4.92
_04203_,4.92
_04214_,4.92
_04800_,4.92
_04934_,4.92
_04967_,4.92
net324,4.92
net428,4.92
net547,4.92
net621,4.92
net661,4.92
net884,4.92
net998,4.92
net1043,4.92
net1190,4.92
_01849_,4.9
_02453_,4.9
_00503_,4.895
_00589_,4.895
_00033_,4.885
_00420_,4.885
_00490_,4.885
_00868_,4.885
_00961_,4.885
_01758_,4.88
_01759_,4.88
_01786_,4.88
_01886_,4.88
_02009_,4.88
_02177_,4.88
_02231_,4.88
_02249_,4.88
_02334_,4.88
_02353_,4.88
_02506_,4.88
_02558_,4.88
_02662_,4.88
_02703_,4.88
_02937_,4.88
_03057_,4.88
_03074_,4.88
_03119_,4.88
_03451_,4.88
_03906_,4.88
_03922_,4.88
_03981_,4.88
_04171_,4.88
_04278_,4.88
_04358_,4.88
_04430_,4.88
_04467_,4.88
_04552_,4.88
_04592_,4.88
_04714_,4.88
_04794_,4.88
_04801_,4.88
_04843_,4.88
_05037_,4.88
net674,4.88
net741,4.88
net979,4.88
net1051,4.88
net1089,4.88
net1148,4.88
net1151,4.88
net1202,4.88
_00644_,4.875
_00164_,4.845
_00176_,4.845
_00226_,4.845
_00355_,4.845
_00407_,4.845
_00422_,4.845
_00829_,4.845
_00910_,4.845
_00999_,4.845
_01044_,4.845
_01051_,4.845
_01073_,4.845
_00072_,4.82
_01392_,4.82
_01671_,4.82
_01967_,4.82
_02339_,4.82
_02553_,4.82
_02639_,4.82
_03976_,4.82
_04321_,4.82
_04987_,4.82
_00153_,4.805
_00294_,4.805
_02043_,4.8
_02108_,4.8
_02151_,4.8
_02410_,4.8
_02485_,4.8
_03278_,4.8
_03332_,4.8
_03683_,4.8
_03957_,4.8
_04301_,4.8
_04390_,4.8
_04484_,4.8
_04721_,4.8
_04775_,4.8
_04962_,4.8
net244,4.8
net279,4.8
net382,4.8
net545,4.8
net550,4.8
net622,4.8
net642,4.8
net665,4.8
net706,4.8
net744,4.8
net848,4.8
net887,4.8
_00121_,4.795
_00595_,4.785
_04267_,4.78
_01655_,4.76
_02051_,4.76
_02356_,4.76
_02411_,4.76
_02426_,4.76
_02465_,4.76
_02475_,4.76
_02630_,4.76
_03128_,4.76
_03230_,4.76
_04260_,4.76
_04374_,4.76
_04462_,4.76
_04706_,4.76
_04777_,4.76
_04789_,4.76
_04864_,4.76
_04889_,4.76
_04981_,4.76
_05049_,4.76
net409,4.76
net997,4.76
_00383_,4.755
_00057_,4.725
_00065_,4.725
_00742_,4.725
_00104_,4.7
_00539_,4.7
_00665_,4.7
_00958_,4.7
_00959_,4.7
_00989_,4.7
_01090_,4.7
_01107_,4.7
_01602_,4.7
_02210_,4.7
_03411_,4.7
net357,4.7
net514,4.7
net996,4.7
net1032,4.7
_01904_,4.68
_01963_,4.68
_03516_,4.68
_03932_,4.68
net374,4.68
net633,4.68
_01099_,4.675
net81,4.67
net288,4.66
net317,4.66
net386,4.66
net442,4.66
net476,4.66
net530,4.66
net556,4.66
net624,4.66
net631,4.66
net636,4.66
net655,4.66
net702,4.66
net781,4.66
net815,4.66
net869,4.66
net982,4.66
net1172,4.66
_00055_,4.635
_00126_,4.625
_00138_,4.625
_00337_,4.625
_00960_,4.625
_01004_,4.625
RD1[13],4.61
_01506_,4.6
_02849_,4.6
_04746_,4.6
net250,4.6
net274,4.6
net323,4.6
_00081_,4.585
_00270_,4.585
_00679_,4.585
_00979_,4.585
_01030_,4.585
_00051_,4.58
_00062_,4.58
_00405_,4.58
_01516_,4.58
_04964_,4.58
net1175,4.58
_01275_,4.56
net1130,4.56
_00112_,4.545
_04044_,4.54
_00242_,4.525
_00486_,4.525
_00369_,4.485
_03470_,4.48
_03697_,4.48
_03873_,4.48
_04338_,4.48
net836,4.48
_01420_,4.475
_00387_,4.46
_01358_,4.46
_01611_,4.46
_01823_,4.46
_01859_,4.46
_02013_,4.46
_02056_,4.46
_02164_,4.46
_02514_,4.46
_02974_,4.46
_03161_,4.46
_03175_,4.46
_03375_,4.46
_03569_,4.46
_03675_,4.46
_03714_,4.46
_04290_,4.46
_04349_,4.46
_04371_,4.46
_04450_,4.46
_04470_,4.46
_04849_,4.46
_05006_,4.46
_05031_,4.46
net643,4.46
_01094_,4.445
_02494_,4.44
_02511_,4.44
_04167_,4.44
_00489_,4.435
_00956_,4.435
_00039_,4.425
_00944_,4.425
_01235_,4.42
_01503_,4.42
_01538_,4.42
_01646_,4.42
_01836_,4.42
_01861_,4.42
_02039_,4.42
_02311_,4.42
_02328_,4.42
_02364_,4.42
_02495_,4.42
_02716_,4.42
_03141_,4.42
_03445_,4.42
_03977_,4.42
_04067_,4.42
_04157_,4.42
_04251_,4.42
_04398_,4.42
_04481_,4.42
_04529_,4.42
_04661_,4.42
_04732_,4.42
_04847_,4.42
_04966_,4.42
_05070_,4.42
_05074_,4.42
net500,4.42
net561,4.42
RD1[5],4.39
RD1[7],4.39
_00010_,4.385
_00523_,4.385
_00865_,4.385
_00873_,4.385
_00880_,4.385
_00884_,4.385
_01001_,4.385
_01100_,4.38
_01467_,4.37
_00272_,4.36
_00913_,4.36
_02131_,4.36
_02593_,4.36
_02691_,4.36
_02923_,4.36
_03622_,4.36
_04952_,4.36
_05002_,4.36
_01225_,4.34
_01834_,4.34
_01979_,4.34
_01980_,4.34
